"age","gender","time_spent","platform","interests","location","demographics","profession","income","indebt","isHomeOwner","Owns_Car"
"54","male","4","Instagram","Lifestlye","United Kingdom","Sub_Urban","Software Engineer","11849","False","False","True"
"40","female","1","Instagram","Lifestlye","United States","Rural","Student","10618","False","True","True"
"54","male","8","Instagram","Lifestlye","United States","Sub_Urban","Student","11132","True","False","False"
"36","male","5","Instagram","Lifestlye","United States","Rural","Marketer Manager","11487","True","False","True"
"61","female","9","Instagram","Sports","Australia","Rural","Student","15009","False","False","False"
"23","male","9","Instagram","Lifestlye","Australia","Urban","Software Engineer","11044","False","False","True"
"49","male","8","Instagram","Travel","Australia","Rural","Marketer Manager","12431","True","False","True"
"28","male","1","Instagram","Sports","United States","Sub_Urban","Software Engineer","11582","False","False","False"
"41","non-binary","2","Instagram","Sports","United Kingdom","Urban","Marketer Manager","18793","False","True","False"
"51","non-binary","3","Instagram","Sports","United Kingdom","Rural","Student","17503","True","False","False"
"39","female","7","Instagram","Travel","United States","Rural","Student","15362","False","False","True"
"23","male","1","Instagram","Sports","Australia","Rural","Software Engineer","10100","True","False","False"
"46","non-binary","2","Instagram","Travel","United States","Rural","Software Engineer","15875","False","False","False"
"20","female","5","Instagram","Sports","United Kingdom","Urban","Marketer Manager","14271","True","True","True"
"49","male","6","Instagram","Travel","United Kingdom","Rural","Software Engineer","11537","False","True","False"
"35","male","9","Instagram","Travel","Australia","Urban","Software Engineer","10540","False","False","True"
"18","non-binary","3","Instagram","Lifestlye","United Kingdom","Urban","Marketer Manager","18461","True","True","True"
"42","female","2","Instagram","Lifestlye","Australia","Sub_Urban","Marketer Manager","18697","False","True","False"
"48","non-binary","6","Instagram","Lifestlye","Australia","Urban","Software Engineer","13145","False","False","True"
"47","female","7","Instagram","Travel","United Kingdom","Sub_Urban","Marketer Manager","18553","True","True","True"
"59","female","9","Instagram","Lifestlye","United States","Urban","Software Engineer","13720","True","False","False"
"33","non-binary","8","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","14195","True","False","False"
"52","non-binary","3","Instagram","Lifestlye","Australia","Urban","Software Engineer","15560","True","True","True"
"36","male","9","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","14016","False","True","False"
"20","male","1","Instagram","Sports","United Kingdom","Urban","Marketer Manager","10719","True","True","False"
"50","non-binary","7","Instagram","Sports","Australia","Sub_Urban","Marketer Manager","14157","False","True","True"
"28","male","1","Instagram","Lifestlye","United States","Rural","Student","12149","True","True","False"
"25","non-binary","2","Instagram","Travel","United States","Urban","Marketer Manager","19644","False","True","False"
"55","non-binary","5","Instagram","Sports","Australia","Rural","Marketer Manager","16713","True","True","False"
"52","female","3","Instagram","Sports","Australia","Urban","Student","13936","True","True","False"
"21","non-binary","7","Instagram","Sports","United States","Sub_Urban","Marketer Manager","14674","True","True","False"
"31","non-binary","8","Instagram","Sports","United States","Sub_Urban","Marketer Manager","12161","True","True","False"
"25","female","5","Instagram","Sports","United States","Rural","Marketer Manager","14569","True","True","False"
"20","non-binary","7","Instagram","Sports","United States","Sub_Urban","Marketer Manager","16041","False","False","False"
"34","male","9","Instagram","Travel","Australia","Rural","Software Engineer","14675","True","True","True"
"29","female","1","Instagram","Sports","United Kingdom","Rural","Student","11164","True","False","True"
"55","non-binary","3","Instagram","Sports","United States","Rural","Software Engineer","11468","True","True","True"
"55","male","8","Instagram","Travel","United States","Rural","Student","17925","True","False","False"
"62","male","6","Instagram","Travel","United Kingdom","Rural","Student","10808","False","True","True"
"25","female","5","Instagram","Lifestlye","United States","Rural","Software Engineer","18363","True","True","False"
"38","male","1","Instagram","Lifestlye","Australia","Sub_Urban","Student","11645","True","True","True"
"47","non-binary","9","Instagram","Sports","Australia","Sub_Urban","Software Engineer","18249","True","True","True"
"45","female","4","Instagram","Sports","United Kingdom","Urban","Marketer Manager","11353","False","True","True"
"64","male","6","Instagram","Lifestlye","United States","Urban","Student","10767","False","False","False"
"50","female","6","Instagram","Lifestlye","Australia","Urban","Student","13895","True","False","False"
"22","female","2","Instagram","Sports","United Kingdom","Rural","Marketer Manager","18874","True","False","True"
"36","non-binary","8","Instagram","Lifestlye","Australia","Rural","Software Engineer","13454","False","True","True"
"52","non-binary","1","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","11790","True","False","True"
"61","female","6","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","10885","False","False","True"
"58","male","2","Instagram","Sports","United States","Rural","Student","16269","False","True","True"
"46","female","2","Instagram","Sports","United States","Urban","Marketer Manager","16841","True","False","False"
"63","female","9","Instagram","Lifestlye","Australia","Urban","Software Engineer","12032","True","False","True"
"50","female","3","Instagram","Lifestlye","United States","Sub_Urban","Software Engineer","12705","True","False","False"
"50","female","2","Instagram","Sports","United Kingdom","Urban","Software Engineer","10947","True","False","True"
"35","male","6","Instagram","Travel","Australia","Rural","Student","14651","False","False","True"
"59","female","6","Instagram","Sports","Australia","Sub_Urban","Student","12013","True","True","False"
"41","female","6","Instagram","Sports","Australia","Rural","Software Engineer","14987","False","False","True"
"49","female","2","Instagram","Lifestlye","United States","Sub_Urban","Software Engineer","18733","True","False","False"
"19","female","3","Instagram","Travel","United Kingdom","Urban","Marketer Manager","12926","True","False","False"
"19","male","9","Instagram","Lifestlye","Australia","Sub_Urban","Software Engineer","14376","False","False","False"
"34","female","3","Instagram","Lifestlye","United States","Rural","Software Engineer","14868","False","True","False"
"57","male","2","Instagram","Lifestlye","Australia","Rural","Student","16986","False","True","True"
"50","non-binary","2","Instagram","Sports","United Kingdom","Rural","Marketer Manager","16862","True","True","True"
"26","male","3","Instagram","Travel","Australia","Rural","Student","14423","True","False","True"
"43","male","2","Instagram","Lifestlye","United Kingdom","Sub_Urban","Student","10701","True","True","False"
"30","female","4","Instagram","Travel","United States","Urban","Marketer Manager","14264","True","False","True"
"62","female","4","Instagram","Sports","United Kingdom","Rural","Software Engineer","17776","True","True","True"
"63","female","6","Instagram","Sports","Australia","Rural","Student","13935","True","True","False"
"33","female","9","Instagram","Lifestlye","United States","Rural","Marketer Manager","14619","False","False","False"
"31","female","5","Instagram","Sports","United Kingdom","Rural","Software Engineer","15191","True","False","False"
"45","male","2","Instagram","Sports","United Kingdom","Rural","Software Engineer","13022","False","False","True"
"23","non-binary","3","Instagram","Travel","United Kingdom","Urban","Student","19903","False","True","False"
"61","female","2","Instagram","Travel","Australia","Urban","Marketer Manager","14753","True","True","False"
"56","female","7","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","11095","True","False","False"
"23","non-binary","9","Instagram","Sports","Australia","Sub_Urban","Software Engineer","11782","True","True","False"
"59","male","7","Instagram","Lifestlye","United Kingdom","Urban","Software Engineer","13981","False","False","True"
"34","male","5","Instagram","Travel","United States","Sub_Urban","Marketer Manager","15782","True","True","True"
"36","male","7","Instagram","Travel","United Kingdom","Rural","Software Engineer","10943","False","True","False"
"45","male","4","Instagram","Sports","United Kingdom","Rural","Student","14550","False","False","True"
"43","male","4","Instagram","Sports","Australia","Urban","Student","19137","False","True","False"
"54","male","4","Instagram","Travel","United States","Rural","Software Engineer","10600","True","True","True"
"43","male","6","Instagram","Travel","United Kingdom","Urban","Marketer Manager","16376","True","True","False"
"64","non-binary","7","Instagram","Sports","United States","Rural","Software Engineer","10078","False","False","True"
"51","non-binary","6","Instagram","Travel","United States","Sub_Urban","Marketer Manager","13123","False","False","True"
"57","non-binary","6","Instagram","Sports","United States","Urban","Software Engineer","18417","False","False","True"
"22","male","6","Instagram","Sports","Australia","Urban","Student","17610","True","False","True"
"39","non-binary","5","Instagram","Travel","United Kingdom","Rural","Software Engineer","15579","True","False","True"
"31","non-binary","5","Instagram","Sports","United States","Urban","Student","16794","True","True","False"
"64","non-binary","5","Instagram","Lifestlye","Australia","Urban","Student","10964","False","False","False"
"43","male","7","Instagram","Lifestlye","United Kingdom","Urban","Software Engineer","18524","False","True","False"
"47","female","2","Instagram","Sports","Australia","Urban","Marketer Manager","19621","True","False","False"
"54","male","8","Instagram","Travel","United Kingdom","Rural","Marketer Manager","10355","True","False","True"
"40","male","3","Instagram","Lifestlye","United States","Rural","Student","19718","True","True","False"
"27","female","9","Instagram","Sports","United Kingdom","Rural","Marketer Manager","10028","True","False","False"
"53","female","6","Instagram","Lifestlye","United Kingdom","Sub_Urban","Student","19019","False","True","True"
"51","non-binary","5","Instagram","Travel","Australia","Sub_Urban","Marketer Manager","12024","True","False","True"
"48","male","1","Instagram","Sports","Australia","Urban","Software Engineer","18490","True","False","True"
"27","non-binary","9","Instagram","Travel","United Kingdom","Sub_Urban","Student","15839","True","False","False"
"49","male","8","Instagram","Travel","Australia","Urban","Software Engineer","10754","False","True","True"
"33","non-binary","1","Instagram","Travel","United Kingdom","Urban","Marketer Manager","17399","False","False","True"
"50","female","7","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","14378","False","True","False"
"50","non-binary","8","Instagram","Lifestlye","United Kingdom","Rural","Student","17529","True","True","False"
"54","female","5","Instagram","Sports","United States","Urban","Software Engineer","13071","False","True","False"
"29","non-binary","1","Instagram","Lifestlye","United States","Urban","Marketer Manager","10555","False","False","False"
"27","non-binary","9","Instagram","Travel","United States","Rural","Software Engineer","12553","True","True","True"
"19","non-binary","5","Instagram","Lifestlye","United States","Rural","Marketer Manager","12262","False","False","False"
"24","female","6","Instagram","Travel","Australia","Sub_Urban","Software Engineer","15796","False","True","False"
"62","female","6","Instagram","Lifestlye","United Kingdom","Rural","Marketer Manager","18123","False","False","True"
"46","non-binary","8","Instagram","Travel","Australia","Urban","Student","17690","True","False","True"
"53","female","8","Instagram","Lifestlye","United States","Rural","Student","11400","True","True","False"
"42","female","9","Instagram","Lifestlye","Australia","Urban","Student","14071","False","False","True"
"53","non-binary","2","Instagram","Lifestlye","United States","Sub_Urban","Student","12786","True","False","False"
"27","non-binary","2","Instagram","Travel","Australia","Rural","Marketer Manager","17169","True","False","False"
"54","male","3","Instagram","Lifestlye","United States","Urban","Student","10870","True","False","False"
"41","female","4","Instagram","Sports","United Kingdom","Rural","Marketer Manager","19604","True","True","True"
"52","non-binary","9","Instagram","Sports","United Kingdom","Rural","Student","10940","False","False","True"
"53","non-binary","9","Instagram","Travel","United States","Sub_Urban","Software Engineer","10340","False","False","True"
"49","female","2","Instagram","Lifestlye","Australia","Urban","Marketer Manager","10659","True","True","False"
"47","non-binary","7","Instagram","Sports","Australia","Rural","Student","14868","True","False","False"
"30","male","2","Instagram","Sports","Australia","Rural","Student","12418","True","True","False"
"36","female","1","Instagram","Lifestlye","United Kingdom","Rural","Student","11781","True","True","False"
"64","non-binary","9","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","16343","False","True","True"
"22","non-binary","5","Instagram","Sports","United States","Rural","Marketer Manager","10211","False","True","False"
"29","male","8","Instagram","Sports","United Kingdom","Rural","Marketer Manager","16159","False","False","True"
"38","female","7","Instagram","Sports","Australia","Rural","Software Engineer","10331","False","False","True"
"62","female","6","Instagram","Lifestlye","Australia","Rural","Marketer Manager","15720","True","False","True"
"31","female","5","Instagram","Lifestlye","Australia","Sub_Urban","Student","14975","False","False","True"
"22","female","2","Instagram","Sports","Australia","Rural","Marketer Manager","10648","True","True","True"
"52","male","3","Instagram","Lifestlye","United States","Urban","Software Engineer","15095","True","False","False"
"40","female","7","Instagram","Travel","United States","Urban","Software Engineer","16614","False","False","True"
"60","non-binary","6","Instagram","Travel","United States","Rural","Software Engineer","11009","True","False","False"
"28","non-binary","5","Instagram","Sports","Australia","Sub_Urban","Marketer Manager","11550","True","False","True"
"29","female","3","Instagram","Sports","United Kingdom","Sub_Urban","Marketer Manager","13401","False","True","True"
"24","non-binary","5","Instagram","Sports","Australia","Urban","Student","17478","True","False","False"
"30","male","8","Instagram","Travel","United States","Urban","Software Engineer","19215","False","False","False"
"26","male","3","Instagram","Lifestlye","Australia","Sub_Urban","Software Engineer","18624","True","False","True"
"44","female","1","Instagram","Travel","United States","Rural","Software Engineer","11176","False","False","True"
"54","male","2","Instagram","Lifestlye","United States","Rural","Software Engineer","14700","False","False","True"
"55","female","9","Instagram","Lifestlye","Australia","Rural","Marketer Manager","15906","False","True","True"
"25","non-binary","7","Instagram","Travel","Australia","Urban","Software Engineer","17526","True","True","False"
"24","male","4","Instagram","Travel","United Kingdom","Sub_Urban","Marketer Manager","19965","True","False","False"
"42","male","6","Instagram","Travel","United Kingdom","Rural","Software Engineer","16944","False","True","False"
"21","female","1","Instagram","Lifestlye","Australia","Rural","Marketer Manager","15649","True","False","True"
"53","non-binary","9","Instagram","Sports","Australia","Rural","Software Engineer","11096","False","False","True"
"23","female","2","Instagram","Lifestlye","Australia","Sub_Urban","Marketer Manager","19120","False","False","True"
"36","female","9","Instagram","Sports","Australia","Rural","Student","19746","False","False","True"
"56","non-binary","3","Instagram","Travel","Australia","Urban","Marketer Manager","17799","False","True","False"
"27","female","6","Instagram","Sports","United Kingdom","Urban","Student","10595","True","False","True"
"43","male","8","Instagram","Sports","Australia","Rural","Marketer Manager","17875","True","False","True"
"20","male","4","Instagram","Sports","Australia","Rural","Student","15972","True","True","True"
"30","female","4","Instagram","Travel","Australia","Sub_Urban","Student","15519","True","False","True"
"45","male","8","Instagram","Sports","United States","Urban","Software Engineer","17385","True","False","True"
"25","male","5","Instagram","Lifestlye","United States","Urban","Student","14317","False","True","False"
"45","male","5","Instagram","Lifestlye","United Kingdom","Rural","Marketer Manager","12850","True","False","False"
"50","female","4","Instagram","Travel","United Kingdom","Sub_Urban","Marketer Manager","17151","False","False","True"
"55","male","9","Instagram","Lifestlye","United Kingdom","Urban","Software Engineer","19503","True","True","False"
"61","male","1","Instagram","Lifestlye","United States","Sub_Urban","Student","14055","False","True","True"
"62","male","7","Instagram","Travel","United States","Rural","Software Engineer","15402","False","False","True"
"64","female","3","Instagram","Travel","Australia","Rural","Student","14532","False","True","False"
"38","non-binary","8","Instagram","Sports","Australia","Rural","Marketer Manager","14924","False","False","True"
"53","female","8","Instagram","Lifestlye","United Kingdom","Rural","Software Engineer","11221","True","True","True"
"52","female","8","Instagram","Sports","United States","Sub_Urban","Student","12860","True","True","True"
"37","male","2","Instagram","Travel","Australia","Sub_Urban","Marketer Manager","19336","True","True","False"
"35","male","3","Instagram","Travel","Australia","Rural","Software Engineer","13253","False","False","False"
"58","male","1","Instagram","Sports","United States","Urban","Software Engineer","16957","False","False","False"
"20","non-binary","5","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","15086","True","True","False"
"28","female","4","Instagram","Sports","United Kingdom","Sub_Urban","Software Engineer","19951","True","False","False"
"29","non-binary","7","Instagram","Lifestlye","United States","Sub_Urban","Software Engineer","13513","False","True","False"
"33","male","1","Instagram","Lifestlye","United Kingdom","Sub_Urban","Software Engineer","12072","True","False","False"
"25","female","2","Instagram","Travel","United States","Rural","Software Engineer","17795","True","True","True"
"55","non-binary","4","Instagram","Sports","Australia","Rural","Marketer Manager","18529","True","True","True"
"25","male","1","Instagram","Lifestlye","United Kingdom","Rural","Marketer Manager","12555","False","True","True"
"53","non-binary","6","Instagram","Sports","United States","Rural","Marketer Manager","14415","False","False","True"
"45","male","6","Instagram","Sports","Australia","Sub_Urban","Software Engineer","15993","True","False","True"
"45","female","7","Instagram","Sports","United Kingdom","Urban","Software Engineer","15021","True","True","False"
"44","non-binary","4","Instagram","Travel","United States","Urban","Student","19190","False","False","False"
"37","female","6","Instagram","Travel","United States","Sub_Urban","Software Engineer","10938","True","False","True"
"30","non-binary","5","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","11649","False","True","False"
"52","female","3","Instagram","Travel","United Kingdom","Rural","Student","13435","True","False","True"
"35","male","5","Instagram","Travel","United Kingdom","Rural","Student","14179","True","True","True"
"19","female","5","Instagram","Travel","United Kingdom","Sub_Urban","Software Engineer","10058","True","False","True"
"62","male","6","Instagram","Lifestlye","Australia","Sub_Urban","Software Engineer","19719","False","False","False"
"35","male","2","Instagram","Travel","Australia","Sub_Urban","Marketer Manager","13345","False","False","False"
"43","male","4","Instagram","Lifestlye","Australia","Urban","Software Engineer","11737","True","False","True"
"39","female","9","Instagram","Travel","United States","Sub_Urban","Student","13554","True","False","True"
"50","female","4","Instagram","Sports","United Kingdom","Sub_Urban","Software Engineer","17095","True","True","False"
"51","non-binary","8","Instagram","Sports","United Kingdom","Sub_Urban","Software Engineer","18266","False","False","False"
"58","female","9","Instagram","Travel","United Kingdom","Urban","Student","10294","False","True","False"
"23","female","6","Instagram","Travel","United States","Rural","Student","14655","False","False","True"
"22","female","7","Instagram","Lifestlye","United States","Rural","Student","18563","False","True","False"
"48","male","8","Instagram","Travel","Australia","Sub_Urban","Software Engineer","16123","True","False","True"
"40","non-binary","9","Instagram","Lifestlye","United Kingdom","Rural","Software Engineer","19284","True","False","False"
"54","female","8","Instagram","Lifestlye","United Kingdom","Urban","Marketer Manager","19037","True","False","True"
"27","female","2","Instagram","Travel","United States","Rural","Student","14466","False","True","False"
"36","female","9","Instagram","Travel","United States","Urban","Student","15538","False","True","False"
"26","non-binary","1","Instagram","Sports","United States","Sub_Urban","Marketer Manager","14607","True","False","True"
"63","female","7","Instagram","Lifestlye","United Kingdom","Urban","Marketer Manager","17262","True","False","False"
"18","female","6","Instagram","Travel","Australia","Sub_Urban","Student","11541","False","True","False"
"21","male","4","Instagram","Sports","Australia","Sub_Urban","Student","13083","True","False","True"
"45","male","9","Instagram","Travel","Australia","Urban","Student","18598","True","True","True"
"25","male","5","Instagram","Sports","Australia","Rural","Marketer Manager","11872","False","True","False"
"29","non-binary","5","Instagram","Lifestlye","United Kingdom","Urban","Student","16571","True","False","False"
"18","female","8","Instagram","Sports","United Kingdom","Rural","Software Engineer","19373","True","True","True"
"34","female","5","Instagram","Sports","United Kingdom","Rural","Student","18420","True","False","True"
"40","male","9","Instagram","Sports","United States","Rural","Marketer Manager","11313","False","True","False"
"38","male","5","Instagram","Lifestlye","United States","Urban","Marketer Manager","19166","True","False","True"
"28","non-binary","7","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","18949","False","False","True"
"56","male","6","Instagram","Sports","United Kingdom","Sub_Urban","Student","13095","True","True","True"
"35","female","2","Instagram","Lifestlye","United Kingdom","Urban","Software Engineer","15432","True","True","False"
"47","female","9","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","11386","True","True","True"
"55","male","1","Instagram","Sports","United States","Urban","Software Engineer","14841","False","False","True"
"32","male","6","Instagram","Lifestlye","United States","Urban","Student","17373","False","False","True"
"22","female","5","Instagram","Lifestlye","United States","Sub_Urban","Marketer Manager","18809","False","True","False"
"21","male","6","Instagram","Lifestlye","United States","Sub_Urban","Student","13308","False","True","False"
"27","male","9","Instagram","Sports","United Kingdom","Rural","Marketer Manager","16452","False","False","True"
"34","male","3","Instagram","Travel","United States","Sub_Urban","Student","16404","False","False","True"
"19","non-binary","3","Instagram","Lifestlye","United States","Rural","Software Engineer","14782","False","False","False"
"60","male","1","Instagram","Travel","United Kingdom","Sub_Urban","Student","15560","False","False","True"
"28","non-binary","5","Instagram","Lifestlye","Australia","Urban","Student","13078","False","False","True"
"21","female","9","Instagram","Lifestlye","United Kingdom","Rural","Marketer Manager","16552","False","True","True"
"46","non-binary","3","Instagram","Sports","United Kingdom","Rural","Software Engineer","19455","True","True","False"
"49","female","8","Instagram","Lifestlye","United Kingdom","Sub_Urban","Marketer Manager","16523","True","True","True"
"38","male","4","Instagram","Lifestlye","United States","Sub_Urban","Student","19063","False","True","False"
"22","female","3","Instagram","Travel","United States","Urban","Marketer Manager","10834","False","True","True"
"45","non-binary","7","Instagram","Lifestlye","United States","Rural","Marketer Manager","11724","False","True","True"
"18","male","3","Instagram","Lifestlye","United States","Urban","Software Engineer","14498","False","False","False"
"63","male","8","Instagram","Travel","Australia","Urban","Student","19256","True","False","True"
"31","non-binary","4","Instagram","Sports","Australia","Rural","Marketer Manager","12220","False","False","True"
"43","male","5","Instagram","Travel","Australia","Sub_Urban","Student","10233","False","False","False"
"43","male","3","Instagram","Sports","United States","Sub_Urban","Student","10212","True","True","False"
"18","male","2","Instagram","Lifestlye","United Kingdom","Sub_Urban","Software Engineer","15024","True","True","True"
